Order,PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Yr_Sold,Sale_Type,Sale_Condition,SalePrice,Living_Area_Ratio,Basement_Area_Ratio,Garage_Area_Ratio,House_Age_Binned,Living_Area_Binned,Age_at_Sale,Years_Since_Remodel,Garage_Age,Total_Bathrooms,Total_Porch_SF,Total_SF,Has_Garage,Has_Basement,Has_Fireplace,PC1,PC2,PC3,PC4,PC5,PC6,PC7
524,528477050,60,FV,85.0,11003,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,6.925595197110468,GasA,Ex,Y,SBrkr,1026,981,0,7.60489448081162,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008.0,Fin,3.0,6.70073110954781,TA,TA,Y,168,52,0,0,0,0,,None,,0,4,2009,WD ,Normal,310000,0.18240479869126602,0.0924293374534218,0.0737980550758884,New,Very_Large,1,1,1.0,3.5,220,8.014666370464942,1,1,1,4.29488795137347,-0.243968715860854,1.3642997913872101,1.3074866084560195,-0.04670106521076122,-0.3535216776964771,1.834658192448069
525,528477070,60,FV,84.0,10603,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121.0,Gd,TA,PConc,Ex,Gd,No,GLQ,682.0,Unf,0.0,218.0,6.803505257608338,GasA,Ex,Y,SBrkr,909,886,0,7.493317248862145,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,Fin,3.0,6.663132695990803,TA,TA,Y,168,45,0,0,0,0,,None,,0,7,2009,WD ,Normal,270000,0.1692917098934264,0.08488163727247006,0.0737527114967462,New,Very_Large,3,3,3.0,3.5,213,7.899524472032198,1,1,1,3.345512058992051,-1.0122253863369561,1.1299784791613974,1.4797852027347032,0.01793058316700761,0.4486493107875602,0.8481432461475601
527,528480130,60,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812.0,Unf,0.0,280.0,6.996681488176539,GasA,Ex,Y,SBrkr,1112,438,0,7.346655163176539,1.0,0.0,2,0,2,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2.0,6.0844994130751715,TA,TA,Y,0,168,0,0,0,0,,None,,0,10,2009,WD ,Normal,241000,0.19076923076923077,0.1344,0.05390769230769231,New,Large,3,2,2.0,3.0,168,7.879669914604289,1,1,0,2.229226305046474,-0.7808143282607308,0.37555988241063315,-0.7566042871174968,0.41349349282213654,0.14023409269092618,0.0550690193857873
529,528482040,20,FV,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1430.0,Unf,0.0,222.0,7.410347097821024,GasA,Ex,Y,SBrkr,1662,0,0,7.416378479192928,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,RFn,3.0,6.568077911411976,TA,TA,Y,168,120,0,0,0,0,,None,,0,3,2009,WD ,Normal,291000,0.1564235294117647,0.15548235294117646,0.06691764705882353,New,Very_Large,3,2,3.0,3.0,288,8.106212902619962,1,1,1,3.853092357984279,1.445532544163877,-0.5070095418884937,0.38626857365446887,-0.1673424423510397,0.8489034421575312,-0.16156034528715643
531,528488100,20,FV,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,811.0,7.108244139731541,GasA,Ex,Y,SBrkr,1221,0,0,7.108244139731541,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2.0,5.993961427306569,TA,TA,Y,0,113,0,0,0,0,,None,,0,10,2009,WD ,Normal,185000,0.1628,0.1628,0.05333333333333334,New,Medium,5,4,5.0,3.0,113,7.8009820712577405,1,1,0,1.8272723985982982,-0.6333801806287226,-0.34181534124793317,-1.0196552653088882,0.6893507773673734,0.4595384219750336,0.4112812181132312
533,528490070,60,FV,65.0,8127,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,402.0,6.70073110954781,GasA,Ex,Y,SBrkr,812,841,0,7.4109518755836366,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2.0,6.444131256700441,TA,TA,Y,0,45,0,0,0,0,,None,,0,3,2009,WD ,Normal,209000,0.20339608711701734,0.09991386735572783,0.07727328657561215,New,Large,6,6,6.0,3.5,45,7.81035268372429,1,1,0,2.0275119745632795,-1.597151358238015,1.2635526796307055,0.35821984757298453,0.5700480029803184,0.5638585182484896,0.3403128973312777
535,531363030,20,RL,63.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,7.040536390215956,GasA,Ex,Y,SBrkr,1141,0,0,7.040536390215956,1.0,0.0,1,1,3,1,Gd,6,Typ,0,,Detchd,2006.0,RFn,2.0,6.184148890937483,TA,TA,Y,182,0,0,0,0,0,,None,,0,6,2009,WD ,Normal,152000,0.15213333333333334,0.15213333333333334,0.06453333333333333,New,Small,3,3,3.0,2.5,182,7.733245646529795,1,1,0,1.1921356348176357,-0.9792911375098221,-1.4815411433142325,-0.3505685046641585,0.20669450616071858,-0.020790134132801712,0.81121879319681
537,531369010,60,RL,96.0,10628,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,6.728628613084702,GasA,Ex,Y,SBrkr,871,941,0,7.502738210754851,0.0,0.0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2.0,6.171700597410915,TA,TA,Y,146,91,0,0,0,0,,None,,0,1,2009,WD ,Normal,193000,0.17049303726006776,0.07856605193827625,0.04497553631915695,New,Very_Large,5,5,5.0,2.5,237,7.881559917056899,1,1,0,1.7736514687720835,-1.276113634486593,1.0182230342048937,-0.124031298141336,-0.08725274865949474,-0.6199130656265475,-0.2566217207135394
540,531375040,20,RL,63.0,13072,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,7.016609683894219,GasA,Ex,Y,SBrkr,1114,0,0,7.016609683894219,0.0,0.0,1,1,3,1,Gd,6,Typ,0,,Detchd,2005.0,Unf,2.0,6.3578422665081,TA,TA,Y,248,102,0,0,0,0,,None,,0,5,2009,WD ,Normal,159000,0.0852203182374541,0.0852203182374541,0.044063647490820076,New,Small,5,4,4.0,1.5,350,7.709308333385869,1,1,0,0.8200398238611115,-0.9284643599193336,-2.0828081772709566,0.087805139363381,-0.4732273916523025,-0.8205340304385759,0.45948436021498845
542,531375130,20,RL,60.0,12450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,7.016609683894219,GasA,Ex,Y,SBrkr,1114,0,0,7.016609683894219,1.0,0.0,2,0,3,1,Gd,6,Typ,0,,Detchd,2004.0,Unf,2.0,6.3578422665081,TA,TA,Y,0,42,0,0,0,0,,None,,0,6,2009,WD ,Normal,153000,0.08947791164658635,0.08947791164658635,0.04626506024096386,New,Small,6,5,5.0,3.0,42,7.709308333385869,1,1,0,1.3423889179766164,-1.267844945178038,-0.7838382453360687,-0.2212745372704044,0.6303517241250147,1.4630002873587815,-0.6556537445596844
543,531376090,20,RL,61.0,7328,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1450.0,7.280008252884188,GasA,Ex,Y,SBrkr,1450,0,0,7.280008252884188,0.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2008.0,RFn,3.0,6.670766320845874,TA,TA,Y,0,93,0,0,0,0,,None,,0,2,2009,New,Partial,224243,0.19787117903930132,0.19787117903930132,0.10753275109170306,New,Large,1,0,1.0,2.0,93,7.972810784121404,1,1,0,3.300985102225682,0.540525069006476,-1.2595285222664356,0.7921888506799659,-0.7531676534581551,0.002148599604968016,-0.3272188142143996
544,531379050,60,RL,43.0,11492,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,6.81783057145415,GasA,Ex,Y,SBrkr,913,1209,0,7.660585461703256,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1997.0,RFn,2.0,6.327936783729195,TA,TA,Y,0,74,0,0,0,0,,None,,0,4,2009,WD ,Normal,220000,0.18465019143752176,0.0794465715280195,0.048642533936651584,Recent,Very_Large,13,12,12.0,3.5,74,8.01829613851552,1,1,1,2.022231749685132,-0.3690366694841329,2.0686284957478183,0.21215587699378274,0.4597932619707347,0.3247178195803485,-0.03705526488327165
545,531382070,20,RL,88.0,10994,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,0.0,868.0,7.520234556474628,GasA,Ex,Y,SBrkr,1844,0,0,7.520234556474628,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,6.431331081933479,TA,TA,Y,165,44,0,0,0,0,,None,,0,9,2009,COD,Abnorml,257000,0.16772785155539385,0.16772785155539385,0.05639439694378752,New,Very_Large,4,3,4.0,3.0,209,8.213110697596676,1,1,1,3.8096501038021082,2.2594765946421043,-0.1562226300984491,-0.9981361122804786,0.2459079602254484,0.18559025490507886,0.15132939357529343
546,531385020,20,RL,65.0,8529,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,0.0,1434.0,7.282761179605593,GasA,Ex,Y,SBrkr,1434,0,0,7.268920128193722,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,6.269096283706261,TA,TA,Y,290,39,0,0,0,0,,None,,0,4,2009,WD ,Normal,189000,0.16813225466056983,0.17047719545081486,0.06178918982295697,New,Medium,8,8,8.0,2.0,329,7.968665700466235,1,1,1,1.9843527447136957,0.7576898821215375,-0.756584708226172,-0.6150737861216371,-0.06272240852722205,-0.3771221150047076,-0.32382158031650843
549,531452070,120,RL,50.0,7175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,7.195187320178709,GasA,Gd,Y,SBrkr,1332,0,0,7.195187320178709,0.0,0.0,2,0,2,1,Gd,5,Typ,0,,Attchd,1990.0,RFn,2.0,6.297109319933935,TA,TA,Y,0,60,0,0,0,0,,None,,0,2,2009,WD ,Normal,145000,0.1856445993031359,0.1856445993031359,0.07554006968641115,Recent,Medium,19,18,19.0,2.0,60,7.887959336599945,1,1,0,0.7392706118072382,0.7299810008919054,-0.5805111598421964,-0.10899116160942428,0.05124573815157209,0.14894760644080313,-0.626746176799959
556,532353130,20,RL,71.0,7064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,6.8885724595653635,GasA,TA,Y,SBrkr,980,0,0,6.8885724595653635,0.0,0.0,1,0,3,1,TA,6,Typ,0,,Detchd,1986.0,Unf,2.0,6.184148890937483,TA,TA,Y,192,0,0,0,0,0,,None,,0,7,2009,WD ,Normal,135000,0.13873159682899208,0.13873159682899208,0.06851642129105323,Moderate,Small,32,32,23.0,1.0,192,7.581209826196346,1,1,0,-2.143988685011323,-0.5216885713942889,-1.8708971183031682,0.9473352093689468,-0.1751872269087993,-0.44988649642851103,-0.4868319205308714
576,533253070,120,RL,61.0,3782,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,TwnhsE,1Story,8,5,1981,1981,Gable,CompShg,Wd Sdng,Plywood,,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,960.0,Unf,0.0,266.0,7.112327444710911,GasA,TA,Y,SBrkr,1226,0,0,7.112327444710911,1.0,0.0,1,0,1,1,Gd,4,Typ,2,TA,Attchd,1981.0,Fin,2.0,6.184148890937483,TA,TA,Y,133,78,0,0,0,0,,None,,0,9,2009,WD ,Normal,211500,0.32416710735060816,0.32416710735060816,0.12797461660497092,Recent,Medium,28,28,28.0,2.0,211,7.8050670442584895,1,1,1,-0.41913331227601314,0.9509465220083525,-0.7843118054911498,0.3827511683184043,0.17927270299316483,-0.694443939405002,1.4256886435774314
578,533254110,80,RL,80.0,9600,Pave,None,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,392.0,5.973809611869261,GasA,Ex,Y,SBrkr,1487,1012,0,7.824046010856292,0.0,0.0,2,1,4,1,TA,5,Typ,1,Gd,Attchd,1976.0,Unf,2.0,6.269096283706261,TA,TA,Y,0,64,0,0,0,0,,None,,0,1,2009,WD ,Abnorml,180500,0.2603125,0.04083333333333333,0.05489583333333333,Moderate,Very_Large,33,33,33.0,2.5,64,7.969703583278656,1,1,1,0.24229703678966458,0.6827449642226916,3.035119010955346,1.113385656665957,-0.4858233286617278,-1.0888062069123443,0.4060227940578193
580,534125080,60,RL,78.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,6.590301048196686,GasA,Ex,Y,SBrkr,829,727,0,7.350516171833998,0.0,0.0,1,1,4,1,TA,8,Typ,0,,Attchd,1968.0,Unf,2.0,6.091309882077698,TA,TA,Y,0,0,0,0,0,0,,None,,0,5,2009,WD ,Normal,154000,0.13299145299145299,0.062136752136752134,0.03769230769230769,Moderate,Large,41,41,41.0,1.5,0,7.7336835707759,1,1,0,-2.4461785645848773,0.054103817349225515,0.613314862470673,1.3521236038174906,-0.34800612669029174,-0.9199665351012632,0.017712051531922124
589,534129380,20,RL,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,TA,TA,CBlock,TA,TA,Av,BLQ,955.0,Unf,0.0,261.0,7.104144092987527,GasA,TA,Y,SBrkr,1216,0,0,7.104144092987527,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1969.0,Unf,1.0,5.820082930352362,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD ,Abnorml,113000,0.1351111111111111,0.1351111111111111,0.037333333333333336,Moderate,Medium,40,40,40.0,2.0,0,7.796880342783522,1,1,0,-2.4806652871822235,1.2236673065337262,-0.32602023905228494,-0.8145902745294531,0.8213356862733964,-0.24653948147292828,0.25462690656924336
593,534177230,60,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,6,2001,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,643.0,Unf,0.0,167.0,6.698268054115413,GasA,Ex,Y,SBrkr,810,855,0,7.418180822726788,1.0,0.0,2,1,3,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2.0,6.270988431858299,TA,TA,Y,0,45,0,0,0,0,,None,,0,11,2009,WD ,Normal,227000,0.1982142857142857,0.09642857142857143,0.06285714285714286,New,Very_Large,8,8,8.0,3.5,45,7.814399633804487,1,1,0,1.9651320290393421,-1.4257954612560617,1.5264129857673618,0.12678965819594892,0.662988192837069,0.09481726623912945,0.9859499276303613
595,534202170,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1568.0,7.358193752733032,GasA,TA,Y,SBrkr,1568,0,0,7.358193752733032,0.0,0.0,1,1,3,1,TA,7,Typ,0,,Attchd,1967.0,Unf,2.0,6.089044875446846,TA,TA,Y,160,40,0,0,0,0,,None,,0,3,2009,COD,Normal,143000,0.16333333333333333,0.16333333333333333,0.04583333333333333,Moderate,Large,42,42,42.0,1.5,200,8.051022208190679,1,1,0,-1.5346502713242165,3.044992811908223,-0.6237831119126364,0.3298816406406577,-0.19083761711177047,-0.07777754096629218,-0.9845896831537875
601,534275100,20,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403.0,Unf,0.0,461.0,6.762729506931879,GasA,Ex,Y,SBrkr,864,0,0,6.762729506931879,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1960.0,Unf,1.0,5.733341276897746,TA,TA,Y,0,0,0,0,0,0,,None,,0,9,2009,WD ,Normal,118000,0.10633846153846153,0.10633846153846153,0.03790769230769231,Moderate,Small,50,50,49.0,1.0,0,7.455298485683291,1,1,0,-4.855307154522275,-0.2769568443505347,-1.0316009711588472,-0.09092131079935807,0.5682084962717067,-0.5987516888931507,0.04909740678758983
612,534426110,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,ALQ,991.0,Unf,0.0,50.0,6.948897222313312,GasA,Ex,Y,SBrkr,1041,0,0,6.948897222313312,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1.0,5.602118820879701,TA,TA,Y,224,88,0,0,0,0,,MnPrv,,0,7,2009,WD ,Normal,124500,0.1084375,0.1084375,0.028125,Moderate,Small,50,50,50.0,2.0,312,7.641564441260972,1,1,0,-4.088607725288392,0.687622202256067,-0.17871531434214907,-0.6354050199301295,1.1030400811190895,0.16297919999006635,0.0960702443020448
613,534429150,80,RL,85.0,11475,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkFace,90.0,TA,TA,CBlock,TA,TA,Gd,ALQ,568.0,Unf,0.0,640.0,7.097548850614793,GasA,Ex,Y,SBrkr,1576,0,0,7.3632795869630385,1.0,0.0,1,0,4,1,Gd,7,Typ,1,Po,BuiltIn,1961.0,Fin,2.0,5.910796644040527,TA,TA,Y,85,0,0,0,0,0,,None,,0,9,2009,WD ,Normal,174500,0.13734204793028323,0.1052723311546841,0.03206971677559913,Moderate,Large,48,48,48.0,2.0,85,7.932003152361385,1,1,1,-2.013007445019143,2.7875844420510925,0.18295807841682382,0.3886179665014985,0.1777295193263319,-0.08880768918741551,0.0684435470620901
619,534476150,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285.0,Unf,0.0,131.0,7.256297239690681,GasA,TA,Y,SBrkr,1644,0,0,7.405495663199472,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2.0,6.037870919922137,TA,TA,Y,110,0,0,0,0,0,,None,,0,10,2009,WD ,Normal,167000,0.17125,0.1475,0.043541666666666666,Moderate,Large,56,56,56.0,2.0,110,8.026496938945412,1,1,1,-2.255275165954282,3.8079744095442174,0.33111873834799266,0.6966278589557823,0.2538702234705424,0.05940539200744917,0.029556253743073066
620,534476320,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,0.0,546.0,6.957497370876951,GasA,Gd,Y,SBrkr,1050,0,0,6.957497370876951,0.0,0.0,1,0,2,1,TA,5,Typ,0,,Attchd,1956.0,Unf,1.0,5.82600010738045,TA,TA,Y,0,0,0,0,0,0,,None,,0,6,2009,WD ,Normal,128900,0.109375,0.109375,0.035208333333333335,Moderate,Small,53,53,53.0,1.0,0,7.650168700845001,1,1,0,-4.449798785624551,1.0381032515834356,-0.7121342893796185,-0.09913728952283318,0.4289845388970358,-0.6238058732290056,-0.30313321737280163
631,535151040,20,RL,73.0,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,164.0,Gd,TA,CBlock,TA,TA,No,ALQ,856.0,Unf,0.0,313.0,7.064759027791802,GasA,TA,Y,SBrkr,1144,0,0,7.0431599159883405,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1.0,5.659482215759621,TA,TA,Y,257,0,0,0,0,0,,None,,0,6,2009,WD ,Normal,150000,0.13059360730593608,0.1334474885844749,0.03264840182648402,Moderate,Small,53,53,53.0,2.0,257,7.746732907753622,1,1,0,-3.9561028835497707,1.476903451863759,-0.012819396010934764,-0.5918185999008441,1.0653675845676007,0.17476061945229096,-0.07276240165718358
643,535303110,20,RL,53.0,8128,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1954,1954,Hip,CompShg,MetalSd,MetalSd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,ALQ,490.0,Unf,0.0,572.0,6.968850378341948,GasA,Gd,Y,SBrkr,1062,0,0,6.968850378341948,1.0,0.0,1,0,3,1,TA,6,Typ,0,,Attchd,1954.0,Unf,1.0,5.697093486505405,TA,TA,Y,0,0,0,0,0,0,,None,,0,2,2009,WD ,Normal,131000,0.13065944881889763,0.13065944881889763,0.03654035433070866,Moderate,Small,55,55,55.0,2.0,0,7.661527081358517,1,1,0,-4.123566902169989,1.189806916013994,0.05366443785721203,-0.34417167947958177,1.1484845903576433,-0.1266978090860744,0.7493152811779401
646,535325290,20,RL,60.0,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1005.0,6.913737350659685,GasA,TA,Y,SBrkr,1005,0,0,6.913737350659685,0.0,0.0,1,0,2,1,Fa,5,Typ,1,TA,Detchd,1977.0,Unf,2.0,6.511745329644728,Fa,Fa,Y,0,0,0,0,0,0,,None,,0,11,2009,WD ,Normal,115000,0.09631972397929844,0.09631972397929844,0.06440483036227718,Moderate,Small,54,54,32.0,1.0,0,7.606387389772652,1,1,1,-3.362408904789984,0.5591594755940118,-1.5844964582060157,2.237182026705975,0.1785188608372316,0.14581117315283793,-1.062722085009182
648,535352090,30,RL,80.0,8480,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,700.0,Unf,0.0,93.0,6.677083461247136,GasA,TA,Y,SBrkr,793,0,0,6.677083461247136,1.0,0.0,1,0,2,1,Fa,4,Typ,0,,Detchd,1945.0,Unf,1.0,5.484796933490655,TA,TA,Y,0,0,0,0,0,0,,None,,0,8,2009,WD ,Normal,113000,0.09351415094339623,0.09351415094339623,0.02830188679245283,Old,Small,64,59,64.0,2.0,0,7.369600720526409,1,1,0,-5.908284638646074,-0.23052579667599338,-0.07680139254595844,-0.17910624133647732,1.2674077527312846,0.46132060797156604,0.9014814884374186
